customer_id,merchant_id,customer_name,city,created_at,email_domain,contact_present,city_tier
CUS0001754,M000002,Nirmala Ahuja,Jalandhar,2024-12-27,gmail.com,0,3
CUS0001755,M000002,Krishna Agarwal,Jaipur,2024-05-26,outlook.com,1,2
CUS0001756,M000002,Parag Bansal,Delhi,2024-02-24,outlook.com,0,1
CUS0001757,M000002,Akshay Bhattacharya,Kochi,2024-07-27,outlook.com,0,2
CUS0001758,M000002,Ramya Sethi,Jaipur,2024-10-30,gmail.com,0,2
CUS0001759,M000002,Diya Kaushik,Jalandhar,2024-12-10,gmail.com,1,3
CUS0001760,M000002,Preeti Shrivastav,Mumbai,2024-01-19,gmail.com,1,1
CUS0001761,M000002,Vasudev Singh,Ahmedabad,2024-04-16,gmail.com,1,1
CUS0001762,M000002,Pankaj Tripathi,Bhopal,2024-06-23,gmail.com,1,2
CUS0001763,M000002,Ashish Jain,Kolhapur,2024-02-05,gmail.com,0,3
CUS0001764,M000002,Brijesh Joshi,Bengaluru,2024-11-19,outlook.com,1,1
CUS0001765,M000002,Kriti Shetty,Vadodara,2024-02-10,gmail.com,1,2
CUS0001766,M000002,Fatima Bajaj,Delhi,2024-08-30,gmail.com,1,1
CUS0001767,M000002,Sujata Bajaj,Vadodara,2024-12-01,gmail.com,1,2
CUS0001768,M000002,Janani Pillai,Delhi,2024-09-07,yahoo.com,1,1
CUS0001769,M000002,Seema Garg,Kolkata,2024-10-05,outlook.com,0,1
CUS0001770,M000002,Natarajan Joshi,Visakhapatnam,2024-04-06,gmail.com,0,2
CUS0001771,M000002,Harish Bhasin,Tirupati,2024-10-29,outlook.com,1,3
CUS0001772,M000002,Naveen Nair,Ahmedabad,2024-06-01,gmail.com,1,1
CUS0001773,M000002,Nitin Sawant,Mumbai,2024-01-23,outlook.com,1,1
CUS0001774,M000002,Aniruddh Khanna,Warangal,2024-05-13,gmail.com,0,3
CUS0001775,M000002,Shruti Dhillon,Delhi,2024-05-07,gmail.com,1,1
CUS0001776,M000002,Darshan Pasricha,Bhopal,2024-07-09,yahoo.com,1,2
CUS0001777,M000002,Rohit Prabhu,Ahmedabad,2024-04-06,yahoo.com,0,1
CUS0001778,M000002,Seema Deshmukh,Pune,2024-06-17,gmail.com,1,1
CUS0001779,M000002,Aman Rastogi,Mumbai,2024-06-05,gmail.com,1,1
CUS0001780,M000002,Meera Ranganathan,Kolkata,2024-04-29,yahoo.com,1,1
CUS0001781,M000002,Richa Kapoor,Erode,2024-09-11,gmail.com,1,3
CUS0001782,M000002,Dinesh Acharya,Erode,2024-04-21,gmail.com,1,3
CUS0001783,M000002,Chirag Kaushik,Coimbatore,2024-10-06,gmail.com,0,2
CUS0001784,M000002,Sushila Banerjee,Mumbai,2024-04-01,gmail.com,1,1
CUS0001785,M000002,Anand Shah,Guntur,2024-11-11,corporate.com,1,3
CUS0001786,M000002,Ishaan Sandhu,Bhavnagar,2024-05-13,yahoo.com,1,3
CUS0001787,M000002,Varun Bhasin,Chennai,2024-01-15,yahoo.com,1,1
CUS0001788,M000002,Richa Shukla,Jaipur,2024-02-24,yahoo.com,1,2
CUS0001789,M000002,Kalpana Singh,Chandigarh,2024-10-21,gmail.com,1,2
CUS0001790,M000002,Sharda Suri,Pune,2024-11-14,gmail.com,0,1
CUS0001791,M000002,Suresh Dua,Coimbatore,2024-03-18,gmail.com,1,2
CUS0001792,M000002,Qadir Pandya,Bengaluru,2024-08-07,yahoo.com,1,1
CUS0001793,M000002,Pallavi Bhattacharya,Mumbai,2024-07-28,outlook.com,1,1
CUS0001794,M000002,Aryan Chopra,Vadodara,2024-02-18,yahoo.com,1,2
CUS0001795,M000002,Lokesh Roy,Lucknow,2024-06-13,yahoo.com,1,2
CUS0001796,M000002,Kapil Venkatesan,Jalandhar,2024-09-10,gmail.com,0,3
CUS0001797,M000002,Raghav Kadam,Kolkata,2024-12-19,gmail.com,1,1
CUS0001798,M000002,Kapil Swaminathan,Bhopal,2024-11-05,outlook.com,1,2
CUS0001799,M000002,Sachin Brar,Mysuru,2024-02-05,outlook.com,1,2
CUS0001800,M000002,Megha Yadav,Lucknow,2024-03-27,yahoo.com,1,2
CUS0001801,M000002,Sharda Kansal,Warangal,2024-06-08,gmail.com,0,3
CUS0001802,M000002,Yogesh Mittal,Jaipur,2024-02-24,outlook.com,1,2
CUS0001803,M000002,Naveen Kurup,Bengaluru,2024-07-27,yahoo.com,0,1
CUS0001804,M000002,Yashoda Shenoy,Kolkata,2024-01-04,outlook.com,0,1
CUS0001805,M000002,Dinesh Patel,Chandigarh,2024-02-11,outlook.com,0,2
CUS0001806,M000002,Trisha Chavan,Siliguri,2024-01-18,yahoo.com,1,3
CUS0001807,M000002,Mina Sidhu,Kolhapur,2024-04-17,yahoo.com,1,3
CUS0001808,M000002,Archana Rajput,Chennai,2024-10-05,gmail.com,1,1
CUS0001809,M000002,Brijesh Patil,Mysuru,2024-03-05,yahoo.com,0,2
CUS0001810,M000002,Yogendra Roy,Vadodara,2024-12-26,yahoo.com,1,2
CUS0001811,M000002,Bharti Saha,Delhi,2024-04-08,gmail.com,1,1
CUS0001812,M000002,Amrita Shukla,Coimbatore,2024-01-17,gmail.com,1,2
CUS0001813,M000002,Bharti Rajput,Lucknow,2024-05-02,yahoo.com,1,2
CUS0001814,M000002,Narendra Pawar,Hyderabad,2024-09-30,gmail.com,1,1
CUS0001815,M000002,Isha Juneja,Hyderabad,2024-02-08,gmail.com,1,1
CUS0001816,M000002,Harish Gaekwad,Bhavnagar,2024-01-27,outlook.com,1,3
CUS0001817,M000002,Yogesh Iyengar,Siliguri,2024-11-06,yahoo.com,1,3
CUS0001818,M000002,Mahesh Shetty,Coimbatore,2024-08-04,yahoo.com,0,2
CUS0001819,M000002,Aarti Ghanshyam,Indore,2024-05-05,yahoo.com,1,2
CUS0001820,M000002,Sneha Bhatt,Jalandhar,2024-10-02,yahoo.com,1,3
CUS0001821,M000002,Pooja Gowda,Hyderabad,2024-11-04,gmail.com,0,1
CUS0001822,M000002,Rashmi Mehta,Coimbatore,2024-05-11,gmail.com,1,2
CUS0001823,M000002,Pankaj Chopra,Bhavnagar,2024-07-23,outlook.com,1,3
CUS0001824,M000002,Vandana Grover,Jaipur,2024-01-04,outlook.com,1,2
CUS0001825,M000002,Tanuja Goyal,Kolkata,2024-04-21,gmail.com,0,1
CUS0001826,M000002,Prashant Mahajan,Hyderabad,2024-08-05,outlook.com,1,1
CUS0001827,M000002,Harsh Krishnan,Pune,2024-03-12,gmail.com,1,1
CUS0001828,M000002,Mukesh Mishra,Kolkata,2024-12-27,outlook.com,0,1
CUS0001829,M000002,Ritu Gaekwad,Lucknow,2024-12-20,gmail.com,0,2
CUS0001830,M000002,Karthik Yadav,Delhi,2024-04-04,gmail.com,1,1
CUS0001831,M000002,Uday Kulkarni,Warangal,2024-05-24,gmail.com,1,3
CUS0001832,M000002,Dhruv Mishra,Bhavnagar,2024-03-10,outlook.com,1,3
CUS0001833,M000002,Aravind Kapoor,Surat,2024-07-02,outlook.com,1,2
CUS0001834,M000002,Simran Nambiar,Kochi,2024-02-15,yahoo.com,0,2
CUS0001835,M000002,Rajni Iyengar,Visakhapatnam,2024-05-22,corporate.com,0,2
CUS0001836,M000002,Neha Iyengar,Delhi,2024-07-21,gmail.com,0,1
CUS0001837,M000002,Nalini Bhattacharya,Mumbai,2024-08-11,yahoo.com,0,1
CUS0001838,M000002,Nidhi Gill,Guntur,2024-08-05,gmail.com,1,3
CUS0001839,M000002,Meera Saxena,Jaipur,2024-03-21,yahoo.com,1,2
CUS0001840,M000002,Chitra Shah,Hyderabad,2024-10-16,gmail.com,1,1
CUS0001841,M000002,Akshay Sheikh,Ahmedabad,2024-09-09,corporate.com,1,1
CUS0001842,M000002,Vijay Krishnan,Tirupati,2024-10-01,outlook.com,1,3
CUS0001843,M000002,Aparna Grover,Vadodara,2024-06-19,corporate.com,1,2
CUS0001844,M000002,Prashant Choudhury,Delhi,2024-11-21,outlook.com,1,1
CUS0001845,M000002,Savita Dhillon,Kolkata,2024-05-22,outlook.com,1,1
CUS0001846,M000002,Alok Chawla,Chandigarh,2024-10-21,gmail.com,0,2
CUS0001847,M000002,Praveen Dua,Jaipur,2024-03-15,gmail.com,1,2
CUS0001848,M000002,Subhash Subramanian,Kolkata,2024-03-31,gmail.com,0,1
CUS0001849,M000002,Karan Patel,Mumbai,2024-07-11,corporate.com,1,1
CUS0001850,M000002,Saravanan Jain,Lucknow,2024-07-21,yahoo.com,1,2
CUS0001851,M000002,Suresh Prabhu,Delhi,2024-09-29,gmail.com,0,1
CUS0001852,M000002,Rajesh Swaminathan,Kolkata,2024-04-18,yahoo.com,0,1
CUS0001853,M000002,Ritu Gowda,Tirupati,2024-11-14,yahoo.com,0,3
CUS0001854,M000002,Ashish Kansal,Bengaluru,2024-04-30,corporate.com,1,1
CUS0001855,M000002,Saurav Bose,Visakhapatnam,2024-07-13,outlook.com,1,2
CUS0001856,M000002,Vidya Pawar,Kolkata,2024-12-06,outlook.com,1,1
CUS0001857,M000002,Gaurav Mishra,Bhavnagar,2024-07-15,outlook.com,1,3
CUS0001858,M000002,Abhishek Khanna,Pune,2024-09-05,outlook.com,0,1
CUS0001859,M000002,Siva Taneja,Ahmedabad,2024-11-27,gmail.com,0,1
CUS0001860,M000002,Rakesh Khatri,Rourkela,2024-12-21,gmail.com,0,3
CUS0001861,M000002,Janani Venkatesan,Kolkata,2024-07-01,outlook.com,0,1
CUS0001862,M000002,Jaya Dhillon,Mumbai,2024-06-01,outlook.com,1,1
CUS0001863,M000002,Aarav Saini,Coimbatore,2024-03-12,gmail.com,1,2
CUS0001864,M000002,Janani Jain,Bhavnagar,2024-07-15,gmail.com,1,3
CUS0001865,M000002,Asha Suri,Lucknow,2024-12-01,outlook.com,0,2
CUS0001866,M000002,Sameer Bhatt,Rourkela,2024-06-26,gmail.com,0,3
CUS0001867,M000002,Chitra Panicker,Nagpur,2024-05-07,yahoo.com,1,2
CUS0001868,M000002,Vikrant Shah,Bhopal,2024-02-09,corporate.com,1,2
CUS0001869,M000002,Ananya Sethi,Surat,2024-05-22,outlook.com,0,2
CUS0001870,M000002,Dev Ranganathan,Rourkela,2024-03-27,gmail.com,0,3
CUS0001871,M000002,Arnav Bhalla,Pune,2024-12-22,corporate.com,1,1
CUS0001872,M000002,Ramesh Mann,Delhi,2024-07-11,gmail.com,1,1
CUS0001873,M000002,Jaidev Mehta,Siliguri,2024-02-20,outlook.com,0,3
CUS0001874,M000002,Yash Ahuja,Chennai,2024-01-25,gmail.com,1,1
CUS0001875,M000002,Natarajan Gaekwad,Rourkela,2024-11-06,gmail.com,0,3
CUS0001876,M000002,Nitin Gupta,Indore,2024-12-05,gmail.com,1,2
CUS0001877,M000002,Rishabh Bhalla,Erode,2024-10-05,yahoo.com,0,3
CUS0001878,M000002,Poonam Gowda,Siliguri,2024-02-15,yahoo.com,0,3
CUS0001879,M000002,Pushpa Mann,Bhavnagar,2024-02-05,outlook.com,0,3
CUS0001880,M000002,Darshan Dutta,Mumbai,2024-03-13,gmail.com,0,1
CUS0001881,M000002,Ishaan Bhasin,Ajmer,2024-10-01,corporate.com,1,3
CUS0001882,M000002,Poonam Bhasin,Bengaluru,2024-10-06,gmail.com,1,1
CUS0001883,M000002,Akash Shah,Bengaluru,2024-11-01,gmail.com,1,1
CUS0001884,M000002,Sangeeta Saxena,Chennai,2024-02-05,gmail.com,0,1
CUS0001885,M000002,Aryan Sawant,Delhi,2024-02-25,gmail.com,1,1
CUS0001886,M000002,Ashwin Iyer,Jaipur,2024-11-24,corporate.com,0,2
CUS0001887,M000002,Madhav Kumar,Bhavnagar,2024-12-04,gmail.com,0,3
CUS0001888,M000002,Subhash Banerjee,Bhavnagar,2024-09-21,gmail.com,1,3
CUS0001889,M000002,Lokesh Prabhu,Nagpur,2024-02-08,gmail.com,0,2
CUS0001890,M000002,Swati Bhasin,Ahmedabad,2024-01-26,outlook.com,0,1
CUS0001891,M000002,Veena Pasricha,Bhopal,2024-01-21,yahoo.com,1,2
CUS0001892,M000002,Vikrant Sidhu,Indore,2024-09-09,gmail.com,0,2
CUS0001893,M000002,Dharmesh Iyengar,Bhavnagar,2024-11-04,gmail.com,1,3
CUS0001894,M000002,Kajal Gill,Surat,2024-08-18,outlook.com,0,2
CUS0001895,M000002,Harini Srivastava,Lucknow,2024-04-05,corporate.com,1,2
CUS0001896,M000002,Suhas Yadav,Surat,2024-10-03,yahoo.com,0,2
CUS0001897,M000002,Charu Brar,Nagpur,2024-01-22,gmail.com,0,2
CUS0001898,M000002,Revathi Chopra,Erode,2024-10-29,gmail.com,1,3
CUS0001899,M000002,Charu Sheikh,Mysuru,2024-11-21,gmail.com,1,2
CUS0001900,M000002,Veena Patel,Surat,2024-09-19,outlook.com,1,2
CUS0001901,M000002,Isha Bhasin,Hyderabad,2024-11-16,gmail.com,1,1
CUS0001902,M000002,Vani Malhotra,Bengaluru,2024-08-01,gmail.com,1,1
CUS0001903,M000002,Aarti Shetty,Mumbai,2024-06-19,gmail.com,0,1
CUS0001904,M000002,Saroj Srivastava,Coimbatore,2024-04-27,gmail.com,1,2
CUS0001905,M000002,Qadir Gill,Mumbai,2024-12-02,gmail.com,1,1
CUS0001906,M000002,Natarajan Panicker,Coimbatore,2024-09-11,outlook.com,1,2
CUS0001907,M000002,Vaibhav Khatri,Bengaluru,2024-03-10,outlook.com,1,1
CUS0001908,M000002,Brijesh Gaekwad,Mumbai,2024-12-15,outlook.com,1,1
CUS0001909,M000002,Natarajan Iyer,Ajmer,2024-01-22,gmail.com,1,3
CUS0001910,M000002,Parth Kaushik,Bengaluru,2024-08-02,gmail.com,1,1
CUS0001911,M000002,Nitin Rajput,Vadodara,2024-03-10,gmail.com,1,2
CUS0001912,M000002,Akash Nair,Mumbai,2024-08-30,gmail.com,0,1
CUS0001913,M000002,Rajni Yadav,Ahmedabad,2024-05-30,yahoo.com,0,1
CUS0001914,M000002,Kunal Swaminathan,Kolhapur,2024-06-08,gmail.com,0,3
CUS0001915,M000002,Aarav Bajaj,Bengaluru,2024-09-02,outlook.com,1,1
CUS0001916,M000002,Anurag Khan,Kolkata,2024-10-02,outlook.com,1,1
CUS0001917,M000002,Lingam Iyer,Mumbai,2024-05-18,gmail.com,1,1
CUS0001918,M000002,Sharda Sidhu,Chandigarh,2024-12-30,outlook.com,0,2
CUS0001919,M000002,Utkarsh Rastogi,Bhavnagar,2024-06-30,yahoo.com,0,3
CUS0001920,M000002,Shailesh Suri,Nagpur,2024-02-28,gmail.com,1,2
CUS0001921,M000002,Rahul Sandhu,Ajmer,2024-01-03,outlook.com,1,3
CUS0001922,M000002,Bharti Panicker,Warangal,2024-03-14,outlook.com,1,3
CUS0001923,M000002,Milind Ahuja,Coimbatore,2024-09-09,yahoo.com,0,2
CUS0001924,M000002,Nisha Saha,Mumbai,2024-07-15,gmail.com,1,1
CUS0001925,M000002,Sameer Mukherjee,Jalandhar,2024-05-03,yahoo.com,1,3
CUS0001926,M000002,Omkar Acharya,Chandigarh,2024-06-24,gmail.com,1,2
CUS0001927,M000002,Pradeep Pandey,Mysuru,2024-11-01,corporate.com,1,2
CUS0001928,M000002,Aditi Iyer,Ajmer,2024-07-27,yahoo.com,1,3
CUS0001929,M000002,Bhaskar Brar,Erode,2024-01-22,outlook.com,0,3
CUS0001930,M000002,Amol Bhalla,Erode,2024-01-18,yahoo.com,1,3
CUS0001931,M000002,Harsh Mishra,Mumbai,2024-06-24,outlook.com,0,1
CUS0001932,M000002,Satish Deshmukh,Nagpur,2024-05-27,yahoo.com,1,2
CUS0001933,M000002,Rashmi Wadhwa,Warangal,2024-11-06,yahoo.com,1,3
CUS0001934,M000002,Aman Kulkarni,Surat,2024-07-31,yahoo.com,1,2
CUS0001935,M000002,Archana Nambiar,Mumbai,2024-10-03,corporate.com,1,1
CUS0001936,M000002,Ayush Bose,Kochi,2024-08-01,gmail.com,0,2
CUS0001937,M000002,Madhav Shukla,Pune,2024-05-06,gmail.com,1,1
CUS0001938,M000002,Gaurav Saini,Bhopal,2024-08-27,yahoo.com,0,2
CUS0001939,M000002,Naveen Panicker,Hyderabad,2024-08-14,gmail.com,0,1
CUS0001940,M000002,Ishaan Kulkarni,Nagpur,2024-09-19,outlook.com,0,2
CUS0001941,M000002,Yogesh Mehta,Vadodara,2024-03-10,outlook.com,1,2
CUS0001942,M000002,Akash Grewal,Surat,2024-08-22,gmail.com,0,2
CUS0001943,M000002,Pallavi Mishra,Ajmer,2024-04-14,corporate.com,1,3
CUS0001944,M000002,Ishita Bansal,Kochi,2024-10-15,yahoo.com,0,2
CUS0001945,M000002,Lokesh Sheikh,Lucknow,2024-10-18,yahoo.com,1,2
CUS0001946,M000002,Siva Kamath,Hyderabad,2024-08-16,gmail.com,1,1
CUS0001947,M000002,Simran Rao,Kolhapur,2024-12-11,yahoo.com,0,3
CUS0001948,M000002,Tanuja Grewal,Kochi,2024-07-15,gmail.com,1,2
CUS0001949,M000002,Girish Pai,Kolhapur,2024-01-10,gmail.com,1,3
CUS0001950,M000002,Ritu Joshi,Coimbatore,2024-08-09,outlook.com,1,2
CUS0001951,M000002,Ishita Gupta,Visakhapatnam,2024-10-10,corporate.com,0,2
CUS0001952,M000002,Chirag Chawla,Lucknow,2024-02-06,gmail.com,1,2
CUS0001953,M000002,Amrita Venkatesan,Erode,2024-02-08,yahoo.com,1,3
CUS0001954,M000002,Harish Sharma,Siliguri,2024-04-09,gmail.com,1,3
CUS0001955,M000002,Anand Agarwal,Bengaluru,2024-11-04,gmail.com,1,1
CUS0001956,M000002,Amol Patel,Coimbatore,2024-07-11,gmail.com,1,2
CUS0001957,M000002,Trisha Chavan,Mysuru,2024-12-22,gmail.com,1,2
CUS0001958,M000002,Kabir Juneja,Mysuru,2024-11-14,corporate.com,1,2
CUS0001959,M000002,Ananya Saha,Nagpur,2024-07-21,yahoo.com,1,2
CUS0001960,M000002,Rashmi Bansal,Siliguri,2024-09-04,yahoo.com,1,3
CUS0001961,M000002,Jyoti Vashisht,Mysuru,2024-04-30,yahoo.com,0,2
CUS0001962,M000002,Ramesh Juneja,Hyderabad,2024-02-02,gmail.com,1,1
CUS0001963,M000002,Venkatesh Aggarwal,Rourkela,2024-05-25,gmail.com,1,3
CUS0001964,M000002,Shivam Ghanshyam,Guntur,2024-08-04,corporate.com,0,3
CUS0001965,M000002,Jitendra Chatterjee,Lucknow,2024-03-07,yahoo.com,1,2
CUS0001966,M000002,Chandran Kaushik,Lucknow,2024-03-21,gmail.com,1,2
CUS0001967,M000002,Swathi Ahuja,Chandigarh,2024-01-06,gmail.com,1,2
CUS0001968,M000002,Ananya Ahuja,Kolhapur,2024-09-24,gmail.com,1,3
CUS0001969,M000002,Chetan Sandhu,Delhi,2024-11-24,outlook.com,0,1
CUS0001970,M000002,Shruti Bajaj,Pune,2024-10-29,yahoo.com,1,1
CUS0001971,M000002,Janani Tripathi,Delhi,2024-05-18,gmail.com,1,1
CUS0001972,M000002,Charu Pai,Delhi,2024-08-04,outlook.com,1,1
CUS0001973,M000002,Shoba Patil,Hyderabad,2024-12-16,gmail.com,0,1
CUS0001974,M000002,Bhavana Grewal,Delhi,2024-08-03,outlook.com,0,1
CUS0001975,M000002,Bhuvan Bhasin,Jalandhar,2024-04-17,yahoo.com,1,3
CUS0001976,M000002,Archana Chatterjee,Kolkata,2024-05-03,outlook.com,1,1
CUS0001977,M000002,Rajesh Choudhury,Indore,2024-09-22,outlook.com,0,2
CUS0001978,M000002,Madhuri Nambiar,Lucknow,2024-06-11,gmail.com,1,2
CUS0001979,M000002,Nisha Patel,Pune,2024-11-01,gmail.com,1,1
CUS0001980,M000002,Nirmala Subramanian,Kolkata,2024-11-11,outlook.com,1,1
CUS0001981,M000002,Anand Chakraborty,Kolkata,2024-01-14,outlook.com,1,1
CUS0001982,M000002,Shoba Jindal,Rourkela,2024-09-21,gmail.com,1,3
CUS0001983,M000002,Lakshmi Pillai,Surat,2024-05-15,yahoo.com,1,2
CUS0001984,M000002,Richa Hegde,Mumbai,2024-07-08,gmail.com,0,1
CUS0001985,M000002,Manju Banerjee,Bhopal,2024-04-06,outlook.com,0,2
CUS0001986,M000002,Gautam Pai,Delhi,2024-05-14,outlook.com,0,1
CUS0001987,M000002,Sanjay Srivastava,Kochi,2024-04-30,yahoo.com,0,2
CUS0001988,M000002,Anushka Verma,Chandigarh,2024-01-19,corporate.com,1,2
CUS0001989,M000002,Aditi Vashisht,Chandigarh,2024-10-12,gmail.com,1,2
CUS0001990,M000002,Renu Grewal,Lucknow,2024-02-22,gmail.com,1,2
CUS0001991,M000002,Shakuntala Kamath,Kolkata,2024-05-17,gmail.com,1,1
CUS0001992,M000002,Yashoda Bhatt,Rourkela,2024-03-11,gmail.com,1,3
CUS0001993,M000002,Naveen Kamath,Kolkata,2024-02-28,gmail.com,1,1
CUS0001994,M000002,Shoba Mukherjee,Coimbatore,2024-05-16,gmail.com,1,2
CUS0001995,M000002,Elango Kurup,Kolkata,2024-12-01,yahoo.com,1,1
CUS0001996,M000002,Pushpa Chakraborty,Surat,2024-12-10,gmail.com,1,2
CUS0001997,M000002,Revathi Shenoy,Siliguri,2024-05-19,yahoo.com,1,3
CUS0001998,M000002,Yashoda Pandey,Chennai,2024-07-03,gmail.com,1,1
CUS0001999,M000002,Ramesh Narang,Bengaluru,2024-12-25,gmail.com,1,1
CUS0002000,M000002,Charu Das,Warangal,2024-03-26,yahoo.com,1,3
CUS0002001,M000003,Raghu Pai,Ahmedabad,2024-12-10,yahoo.com,0,1
CUS0002002,M000003,Fatima Nanda,Bhavnagar,2024-02-08,outlook.com,1,3
CUS0002003,M000003,Fatima Pillai,Chandigarh,2024-03-23,gmail.com,1,2
CUS0002004,M000003,Ravi Pasricha,Lucknow,2024-05-03,outlook.com,1,2
CUS0002005,M000003,Rishabh Bhasin,Surat,2024-01-14,outlook.com,1,2
CUS0002006,M000003,Kunal Krishnan,Visakhapatnam,2024-10-24,outlook.com,1,2
CUS0002007,M000003,Aman Joshi,Ajmer,2024-11-08,gmail.com,0,3
CUS0002008,M000003,Surya Chawla,Bengaluru,2024-05-19,gmail.com,1,1
CUS0002009,M000003,Subhash Rao,Pune,2024-11-01,gmail.com,0,1
CUS0002010,M000003,Dhanush Verma,Indore,2024-10-08,gmail.com,0,2
CUS0002011,M000003,Amrita Pandey,Kolhapur,2024-10-19,gmail.com,1,3
CUS0002012,M000003,Swathi Nanda,Lucknow,2024-10-19,outlook.com,1,2
CUS0002013,M000003,Nithya Khatri,Pune,2024-07-28,gmail.com,1,1
CUS0002014,M000003,Varun Sheikh,Kolkata,2024-02-10,gmail.com,1,1
CUS0002015,M000003,Abhinav Wadhwa,Erode,2024-12-03,outlook.com,0,3
CUS0002016,M000003,Lavanya Pandya,Nagpur,2024-08-10,gmail.com,0,2
CUS0002017,M000003,Pradeep Yadav,Nagpur,2024-11-24,gmail.com,1,2
CUS0002018,M000003,Ajay Chopra,Delhi,2024-12-16,gmail.com,1,1
CUS0002019,M000003,Preetha Jindal,Jaipur,2024-03-09,outlook.com,1,2
CUS0002020,M000003,Milind Subramanian,Ahmedabad,2024-05-26,gmail.com,0,1
CUS0002021,M000003,Ishwar Iyengar,Chandigarh,2024-03-11,yahoo.com,0,2
CUS0002022,M000003,Karan Nair,Hyderabad,2024-01-19,outlook.com,0,1
CUS0002023,M000003,Dinesh Narang,Pune,2024-12-18,gmail.com,1,1
CUS0002024,M000003,Ishwar Bedi,Pune,2024-12-03,gmail.com,0,1
CUS0002025,M000003,Madhav Saxena,Bengaluru,2024-12-06,corporate.com,1,1
CUS0002026,M000003,Mukesh Brar,Kolhapur,2024-11-18,gmail.com,0,3
CUS0002027,M000003,Uday Panicker,Hyderabad,2024-08-24,yahoo.com,1,1
CUS0002028,M000003,Natarajan Bhasin,Bengaluru,2024-07-09,outlook.com,1,1
CUS0002029,M000003,Poonam Banerjee,Bhopal,2024-12-27,outlook.com,1,2
CUS0002030,M000003,Yatin Grewal,Hyderabad,2024-07-20,gmail.com,1,1
CUS0002031,M000003,Gaurav Kurup,Tirupati,2024-08-22,outlook.com,0,3
CUS0002032,M000003,Mansi Gowda,Mumbai,2024-03-18,gmail.com,1,1
CUS0002033,M000003,Anurag Suri,Nagpur,2024-09-29,outlook.com,0,2
CUS0002034,M000003,Shreyas Sodhi,Indore,2024-10-26,outlook.com,1,2
CUS0002035,M000003,Advait Mishra,Hyderabad,2024-09-04,yahoo.com,1,1
CUS0002036,M000003,Poonam Singhal,Pune,2024-06-30,yahoo.com,1,1
CUS0002037,M000003,Rahul Khan,Indore,2024-03-13,yahoo.com,0,2
CUS0002038,M000003,Aryan Bhat,Rourkela,2024-01-13,gmail.com,1,3
CUS0002039,M000003,Omkar Das,Siliguri,2024-08-16,gmail.com,0,3
CUS0002040,M000003,Aakash Rao,Mumbai,2024-09-06,gmail.com,0,1
CUS0002041,M000003,Ishita Nair,Delhi,2024-10-09,gmail.com,1,1
CUS0002042,M000003,Pooja Verma,Chandigarh,2024-12-12,yahoo.com,0,2
CUS0002043,M000003,Diya Roy,Mysuru,2024-06-30,gmail.com,1,2
CUS0002044,M000003,Radha Iyengar,Delhi,2024-10-29,gmail.com,0,1
CUS0002045,M000003,Subhash Shetty,Kochi,2024-09-18,yahoo.com,1,2
CUS0002046,M000003,Aparna Kurup,Delhi,2024-04-11,yahoo.com,1,1
CUS0002047,M000003,Gautam Brar,Bhavnagar,2024-11-04,yahoo.com,1,3
CUS0002048,M000003,Rashmi Pandey,Mysuru,2024-01-20,outlook.com,1,2
CUS0002049,M000003,Asha Khanna,Erode,2024-08-06,outlook.com,0,3
CUS0002050,M000003,Yamuna Gill,Pune,2024-12-09,outlook.com,1,1
CUS0002051,M000003,Anand Sidhu,Warangal,2024-08-28,yahoo.com,1,3
CUS0002052,M000003,Darshan Tiwari,Nagpur,2024-12-08,outlook.com,0,2
CUS0002053,M000003,Ankur Rastogi,Chandigarh,2024-01-21,gmail.com,1,2
CUS0002054,M000003,Mukesh Patil,Vadodara,2024-07-13,outlook.com,1,2
CUS0002055,M000003,Dev Ahuja,Ahmedabad,2024-10-11,outlook.com,1,1
CUS0002056,M000003,Shailesh Gupta,Hyderabad,2024-08-22,outlook.com,1,1
CUS0002057,M000003,Shailesh Dutta,Erode,2024-11-17,corporate.com,1,3
CUS0002058,M000003,Ankur Chakraborty,Lucknow,2024-06-17,yahoo.com,1,2
CUS0002059,M000003,Sandeep Rastogi,Kolkata,2024-09-06,yahoo.com,1,1
CUS0002060,M000003,Indu Iyengar,Warangal,2024-06-02,gmail.com,1,3
CUS0002061,M000003,Aditya Pandey,Tirupati,2024-11-14,outlook.com,1,3
CUS0002062,M000003,Tanuja Swaminathan,Siliguri,2024-02-13,gmail.com,1,3
CUS0002063,M000003,Pooja Singh,Bengaluru,2024-04-02,yahoo.com,1,1
CUS0002064,M000003,Bala Sundaram,Ahmedabad,2024-02-05,yahoo.com,1,1
CUS0002065,M000003,Agastya Panicker,Bengaluru,2024-09-13,gmail.com,1,1
CUS0002066,M000003,Mamta Vashisht,Pune,2024-03-25,gmail.com,1,1
CUS0002067,M000003,Aman Shrivastav,Kolkata,2024-04-25,gmail.com,1,1
CUS0002068,M000003,Jagadish Rastogi,Chandigarh,2024-11-01,outlook.com,1,2
CUS0002069,M000003,Roopa Saini,Chandigarh,2024-05-11,outlook.com,0,2
CUS0002070,M000003,Jitendra Bhalla,Tirupati,2024-02-23,gmail.com,1,3
CUS0002071,M000003,Thangam Shetty,Kochi,2024-01-08,corporate.com,1,2
CUS0002072,M000003,Deepa Sodhi,Bengaluru,2024-03-23,gmail.com,1,1
